seed,method,target_fraction,n_targeted,n_treated,n_control,uplift,uplift_ci95_low,uplift_ci95_high,incremental_conversions_per_10000,incremental_conversions_per_10000_ci95_low,incremental_conversions_per_10000_ci95_high,cumulative_gain,auuc,qini,train_index_hash,test_index_hash
137,two_model_logistic,0.2,10002,5018,4984,0.0632642231146,0.0448654126845,0.0828705624439,632.642231146,448.654126845,828.705624439,632.768759592,0.0225381188432,0.0145958634291,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,two_model_logistic,0.3,15003,7533,7470,0.0547107586059,0.0388871295617,0.0710762244518,547.107586059,388.871295617,710.762244518,820.825511364,0.0225381188432,0.0145958634291,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,two_model_logistic,0.5,25005,12536,12469,0.0511007822693,0.0384557811541,0.062372831879,511.007822693,384.557811541,623.72831879,1277.77506064,0.0225381188432,0.0145958634291,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,s_learner,0.05,2500,1269,1231,0.0205737133507,-0.0208662289335,0.063618282368,205.737133507,-208.662289335,636.18282368,51.4342833768,0.0129237173177,0.0086102110065,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,s_learner,0.1,5001,2590,2411,0.0535752319245,0.0252804832741,0.0819367474365,535.752319245,252.804832741,819.367474365,267.929734854,0.0129237173177,0.0086102110065,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,s_learner,0.2,10002,5151,4851,0.05810100818,0.0372956083123,0.0778689273489,581.0100818,372.956083123,778.689273489,581.126283817,0.0129237173177,0.0086102110065,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,s_learner,0.3,15003,7640,7363,0.0538181390894,0.0377117177262,0.0694257032296,538.181390894,377.117177262,694.257032296,807.433540758,0.0129237173177,0.0086102110065,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,s_learner,0.5,25005,12501,12504,0.043407314363,0.0310082021653,0.0554871310871,434.07314363,310.082021653,554.871310871,1085.39989565,0.0129237173177,0.0086102110065,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,t_learner,0.05,2500,1408,1092,0.131261967199,0.0878802187396,0.171409514964,1312.61967199,878.802187396,1714.09514964,328.154917999,0.0181866005057,0.0123875967491,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,t_learner,0.1,5001,2672,2329,0.0766232134272,0.0491698293516,0.102123527741,766.232134272,491.698293516,1021.23527741,383.192690349,0.0181866005057,0.0123875967491,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
137,t_learner,0.2,10002,5153,4849,0.0701293561982,0.0504141590691,0.0896792797041,701.293561982,504.141590691,896.792797041,701.433820694,0.0181866005057,0.0123875967491,19bd6790d07ff4f9e830e20f688bd4c46fbcec28aa6896089cdd8309928b4bc7,fe788b2c306f9da5469aabc3eea3cfe3100cb88949196986e8f56028570499fa
